,title,link
353,你会用英语说“炒鱿鱼”吗？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553470&idx=2&sn=df89d8d0e2949e692bdd471c27a4bf7b&chksm=f7ebc3f3c09c4ae5e557546b503977a13154cb8580d6a9d94cce524fbf90895f88442cae010c#rd
354,每日听写|8.10,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553470&idx=3&sn=85e1e43edfb2fe83c0e66794925f25dd&chksm=f7ebc3f3c09c4ae5f4fb333c5b3e98b1e7ed497d83e1e23398854e40488fed69bf8c35f57047#rd
355,我们一起神翻译|8.10,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553470&idx=4&sn=79c9a2824ecb6704b530060a18cb6014&chksm=f7ebc3f3c09c4ae50d492ab704189954cf714843abdd6cee178e690946bc5ee8b5539e9c0185#rd
356,每日一句|8.10,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553470&idx=5&sn=83aa51e06aaefdee931295bef469dec0&chksm=f7ebc3f3c09c4ae5e6718e7243a001db76f28e2c34ba944a0a6d03d8e4a934d481605b848e1a#rd
357,8.9早读 | 梦想不仅在于实现，也在于从追逐的过程中找到激情与幸福,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553405&idx=1&sn=fad157f4e60a8ed0385b4191b0d50d33&chksm=f7ebc230c09c4b2618002623b2d2e41cf35a36de224a6d8698b3fab0715626743379552e49f9#rd
358,【老外说】你喜欢读书吗？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553405&idx=2&sn=9eba5386a15e16bbf92be9717d90c8f9&chksm=f7ebc230c09c4b2697af22f2912a43da99770dd1caf785270c8fae8c10abb06a18eaa0b31095#rd
359,每日听写|8.9,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553405&idx=3&sn=a59fce6a8ce996a88b6ee6db185d912a&chksm=f7ebc230c09c4b26bda2c97747496f95bf5b15c1035ffe459d746778d5301267e382155f6ea1#rd
360,我们一起神翻译|8.9,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553405&idx=4&sn=d18ffb5d895f9b89692096813dcd6049&chksm=f7ebc230c09c4b269717288a04e63cba2431dd5b2333a393116b4d37eae535cc4319bd88e3e0#rd
361,每日一句|8.9,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553405&idx=5&sn=3602a490a27bebbac30065c713199b40&chksm=f7ebc230c09c4b260352c61bbc1905030a6cc2a738dbf1677211f899c3b9b6117cde3b2d4cbe#rd
362,为你读诗——没有你，万般精彩皆枉然（节选）,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553359&idx=1&sn=f39c72d38b536722857bd646e83c67a2&chksm=f7ebc202c09c4b1416d38ee605795d9350d9b4369303496d0e8d8ceebf0914ac5ae468f445d4#rd
363,8.8早读 | 在你的生活变得非常单调之前，让有魅力的朋友给你的生活增添一点色彩,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553359&idx=2&sn=6ff14b4d0bb5d9d0d4141f81bc1bcc72&chksm=f7ebc202c09c4b1405ea8d76476c9bc2d414a0e027ad0c1ca1ec86612162a1daf99f1e612064#rd
364,每日听写|闻香识女人13,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553359&idx=3&sn=8b0b05ae73230c20083ce3c961031b23&chksm=f7ebc202c09c4b140e5f13ba549168322c5aeeab88d192f3f8b1ccc204131b56afe6f93cd256#rd
365,听歌学英文|Natural,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553350&idx=1&sn=82744c258971888a484fd9883b66c210&chksm=f7ebc20bc09c4b1dcaf4ca7bfad606aa1a58052047e3a7a3e7086766695d74dc768fbc2adfa8#rd
366,8.7早读 | 立秋：恭祝风调雨顺，五谷丰登,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553350&idx=2&sn=16fc531b90c580f9795a9272ce8a6f1a&chksm=f7ebc20bc09c4b1d1613d0b0ef65ab93fb923c41a97503e76d3eccfcf6f5e590d495ef753094#rd
367,每日听写8.2-8.6初级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553350&idx=3&sn=cc3de7886b1b8b596a01afb2e0d8ccad&chksm=f7ebc20bc09c4b1de2fc67da2ec11561d835104f959cbb84d54a168446564426d6b77f7c642a#rd
368,8.6早读 | 学而不思则罔，思而不学则殆,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553322&idx=1&sn=a7bffb7d06d235d72825d6c902f1884e&chksm=f7ebc267c09c4b71fd62a94e253caac5f5e0a71bda17201db5e3bb7c4154518af91a106b7a0e#rd
369,"""对你没好感""用英文怎么说？",http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553322&idx=2&sn=80df7f60b5b72081ae256b22af91f66e&chksm=f7ebc267c09c4b71eb66941635b31dbc00d76ac159a8798a95f3b957cbbc811ccad50b7f16b4#rd
370,每日听写|8.6,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553322&idx=3&sn=4aab146347ba553920e5e91e9c0dcb6d&chksm=f7ebc267c09c4b71512dbc0cfd800be1968f80d90285ca1a3e305e46a2d92e2a4308b800decc#rd
371,我们一起神翻译|8.6,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553322&idx=4&sn=1c0612b600792ccfff1340bcce21e4b2&chksm=f7ebc267c09c4b7112a79e619c63324272723cb65524d2a29a33663de79f848612918b93add1#rd
372,每日一句|8.6,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553322&idx=5&sn=5bc92907a51f4f7d7955a91b562e8624&chksm=f7ebc267c09c4b7131dbb692d46b28cf06ffda81a66a8dc75c26a3e799298dda4acd60a00ea1#rd
373,8.5早读 | 只有当一个人学会无私地去爱，他才是真正的光鲜亮丽,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553309&idx=1&sn=4befb2eca5dc68620119c4c60b8c9bd0&chksm=f7ebc250c09c4b46e29d44a9ce9bd6022d22aba5127bd54e6d0b400dc352b30e144832f24434#rd
374,“佩服”用英文都能怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553309&idx=2&sn=43fb4a53a5c2ca0e7ae9db42586ccc2b&chksm=f7ebc250c09c4b461a635de544e8a8ffe5daea09b09a075b54a8be2e0311c68b7a956d55b8c8#rd
375,每日听写|8.5,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553309&idx=3&sn=b0a54fa2e0d9e5059b4a8ddfec0b16ca&chksm=f7ebc250c09c4b46ada239c95e79c7f8e9d6ea6f3acdf3483cce65e771f85287e0f8c2931358#rd
376,我们一起神翻译|8.5,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553309&idx=4&sn=6af28e9d79332d6d9b6b906022d95dd2&chksm=f7ebc250c09c4b46a5fbb171db14f1451d9d0997623cb1d069320b308a36fdad445eefda5414#rd
377,每日一句|8.5,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553309&idx=5&sn=be59ee3610d2385d5df5193358a7a943&chksm=f7ebc250c09c4b466f1975fa9d8348c00d0959b7c51a5ad9497ebaad0f40399769a5b8950862#rd
378,8.4早读 | 2000多年前的奥林匹克就已经是国际化运动会了！,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553255&idx=1&sn=a37f312ef660af9664c41c8f95348df6&chksm=f7ebc2aac09c4bbc333890dd727a95af5ed61b56a651dc19d20ebaceac828e7ae06275a1eeee#rd
379,Gwen为你答：如何看待事业编制这件事？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553255&idx=2&sn=b0f03fe762c691f9775946eb70f77e49&chksm=f7ebc2aac09c4bbc6a2995394c1968ed665fa0084b377b8409c88ad225eb33e927912691ea3b#rd
380,每日听写|8.4,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553255&idx=3&sn=79f20f7802f0660b28b252b46d4aa4d7&chksm=f7ebc2aac09c4bbc943fc2fe8b8212567ca21258e534e9bb3b99f89635a9075ad2a3e0076723#rd
381,我们一起神翻译|8.4,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553255&idx=4&sn=29393d05ec520d7f7faa4cebe6b1bb18&chksm=f7ebc2aac09c4bbcd73bfb97c4460bdd43f979ed69dc2f8ffd5d57391a528c66ccf975a82082#rd
382,每日一句|8.4,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553255&idx=5&sn=595d522c461169b6328990f045d9cca5&chksm=f7ebc2aac09c4bbc2ee6b97e80308d6761d5e3f0eaea5ac8b8313c7f122bfe50266714c5957f#rd
383,8.3早读 | 我坚不可摧，一无所失，放马过来吧！,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553218&idx=1&sn=b02c9dc68b13ac6f15a9609ec07095b8&chksm=f7ebc28fc09c4b99449a246f7858ce411f25d2c63652c49e6643af064c90286a897aa07f0c7d#rd
384,看《致命女人》第二季学英语,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553218&idx=2&sn=9fb870b1fb071dd8254c69d464f12c88&chksm=f7ebc28fc09c4b99ff5b86c97545c27f646349f28099833e0ce80c79f5181300d53e88d379ff#rd
385,每日听写|8.3,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553218&idx=3&sn=31b46513d7e56057d0ec77601d779ae4&chksm=f7ebc28fc09c4b995673ab3c4bfcb4798dd26294716b91445c76e5fcae17eb86ab3506bb99a3#rd
386,我们一起神翻译|8.3,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553218&idx=4&sn=41e05e89424664e6a472ec370adc2159&chksm=f7ebc28fc09c4b99e0d70e3002c6bf4dc331e5c28ada5b813ad3c0aa327cffda7a020392a160#rd
387,每日一句|8.3,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553218&idx=5&sn=44c443b033fda50971be0438b5623b3a&chksm=f7ebc28fc09c4b99bea6d1098792944839abd784b80aeeada2f9c12017a8bf8b2bfeee8beca7#rd
388,8.2早读 | TED演讲：深入网络喷子和网络推手的奇异世界,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553158&idx=1&sn=e3d4dd4619daf2bf2f2efd7511d50527&chksm=f7ebc2cbc09c4bdd3dec840696f0efa00122c9bff24272f260714c29b7b9b9626d5b83b70ec7#rd
389,【老外说】国外的“佛系”青年是怎样生活的？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553158&idx=2&sn=e7334b1ff4b2a5bca2aae04930eb2376&chksm=f7ebc2cbc09c4bdd8963ebd6cea4f300454a8f96fd8ac7b9d422338d309db1c44152b793cc90#rd
390,每日听写|8.2,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553158&idx=3&sn=233f64e1246a1ed5a3b31e2642ca3e2f&chksm=f7ebc2cbc09c4bdd6d73451d84b977ffefc5607d7ed1ba60a227947ba212d7ef546b71f1e95f#rd
391,我们一起神翻译|8.2,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553158&idx=4&sn=4f8a63a39705ca0c503867adb4e9cfd2&chksm=f7ebc2cbc09c4bdd6e8eb197ad6533b44b31de001b561b926e03d58bc0efab92d09bb1d38638#rd
392,每日一句|8.2,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553158&idx=5&sn=e76bd0adcd1efc11b571f4e5e0da1fab&chksm=f7ebc2cbc09c4bdde5a6fb7cc4679d5172c2825103db69a3e02b9b906fb33f5ac245ca7e0233#rd
393,为你读诗——心有猛虎，细嗅蔷薇,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553124&idx=1&sn=c1626358747de852ba82d0a15de64783&chksm=f7ebc129c09c483fcb167d315b4aae3d3f22c80dcf78345ffb7d171a95fce0108bde2d73c748#rd
394,8.1早读 | 你的命运只能由自己决定，如何才能度过没有缺憾的一生,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553124&idx=2&sn=91d2265f854762e183362fc8d2691564&chksm=f7ebc129c09c483f83976efd1d42c47aa776181c83b838b8fe8e3bdf8d8bc86457cae82791a3#rd
395,每日听写|闻香识女人12,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553124&idx=3&sn=31a0c30cba97dc4ef388fb913fe903d6&chksm=f7ebc129c09c483f6a53243697f3ce90ce36172e7fc701f9244b818dd7fad09d24a2c095d16d#rd
396,听歌学英文 |  Hush - Lasse Lindh,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553109&idx=1&sn=0ecfb089603a9c9aaf84baedfd3db35b&chksm=f7ebc118c09c480efa50dd2de7cba674c34567904be676a5f6871704a60b930475f948c89f22#rd
397,7.31早读 | 你要学会忽略别人对你的称呼，相信你自己的想法,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553109&idx=2&sn=7e540d6485eb87c5134974b1aca24eec&chksm=f7ebc118c09c480e43fab39667288d256071afda9159686a911fa55a53baa269ba7922d65f91#rd
398,每日听写7.26-7.30高级汇总,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553109&idx=3&sn=c7b2cfbbe985bc7cdcf6b37fa90dcd6e&chksm=f7ebc118c09c480e6c823d409a121d7e2ba550d1b0de9839ea093f1a514b5b8085fff01a1c3b#rd
399,7.30早读 | 如果你想知道五年后将会发生什么，别太关注主流的东西，去看看那些边缘小众的东西,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553084&idx=1&sn=f7d4ae71b6f6861d906c7a6ac60634a3&chksm=f7ebc171c09c48677e719021e9fdb97483a1c5ca083ec91409e6dd1e194802bebf1ca6327ea4#rd
400,“做好表面功夫”用英语怎么说？,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553084&idx=2&sn=cf80b99532945141f53e190f99547c61&chksm=f7ebc171c09c4867ca1f650b011a45be290faf9f5f018ceafe9b2be19b27927e05a23c421554#rd
401,每日听写|7.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553084&idx=3&sn=1a08f9a5a9727513151cad2c4748fdf0&chksm=f7ebc171c09c4867c12d64c4b774fd132ad49cee43b9725b88be1c009e791e71a31a6a8fc160#rd
402,我们一起神翻译|7.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553084&idx=4&sn=b3758206671272584c367191e7d6a65b&chksm=f7ebc171c09c4867a0615907ebca5c63d25138a0d406de8ce6a05827a6c31923fcb08ef66c02#rd
403,每日一句|7.30,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553084&idx=5&sn=ec292733b27933615a5a0d90ef7aa931&chksm=f7ebc171c09c4867649f663bea2dbe64955ebfc871d76079d8e52da298a665e0d8aad0d2e7a1#rd
404,7.29早读 | 合伙船，要么渐行渐远，要么驶向“共识”,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553050&idx=1&sn=0712cd3c58e35f7bd0144ec71427c170&chksm=f7ebc157c09c4841b3d483182960db3a61a69f589903e8dedc33675b17bbbb4806852682ead1#rd
405,看《致命女人2》学英语~,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553050&idx=2&sn=78e83c3f201bbbb731f57847d2812dd9&chksm=f7ebc157c09c48416a977560a2786fd2bc1f7c9310c3d4f5e2745f3289bd90a85f455902370c#rd
406,每日听写|7.29,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553050&idx=3&sn=a3e7cc59dec127e8435bc3a3670be191&chksm=f7ebc157c09c48417afcd3498a6c8aff06ec0c871f9a326693fa19be577b1cc3c148596e58ff#rd
407,我们一起神翻译|7.29,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553050&idx=4&sn=21a88170c948943066590745e7bd5a83&chksm=f7ebc157c09c484135905a62d3af7eda2f79363cf27264251ef5e9af15f4e7ca9c1a0c6cb036#rd
408,每日一句|7.29,http://mp.weixin.qq.com/s?__biz=MzI4OTAyODUxNA==&mid=2653553050&idx=5&sn=094872f8fa3f3264778d960b7cfe0abf&chksm=f7ebc157c09c48419188f0373a3fa1232bea130689c432ead2f7c8562af63aa5e754bcf00487#rd
